Identification of Establishment,Region,Total Annual Sales in Fiscal Year,Permanent Full-time Workers,Total Annual Cost of Labor,Total Annual Cost of Electricity,Number of Highly Skilled Jobs Worker,Top Manager's Experience in Sector,log of Firm Performance per Worker,log of Labor Cost per Worker,log of Electricity Cost per Worker,log of Number of High Skilled Workers,log of Experience of Top Manager,log of Firm Age,"Owners of the firm females (Yes=1, No=0)","Top Manager Female (Yes=1, No=0)","Have an internationally recognized quality certification? (Yes=1, No=0)","Establishment experience power outages (Yes=1, No=0)","Does this establishment have its own website or social media page? (Yes=1, No=0)","Inspected by tax officials (Yes=1, No=0)","Has current or savings account (Yes=1, No=0)","Have an over-draft facility (Yes=1, No=0)","Have a line of credit (Yes=1, No=0)","Inadequately educated workforce (Yes=1, No=0)","Business licensing and permits (Yes=1, No=0)","Corruption (Yes=1, No=0)","Access to land (Yes=1, No=0)","Political instability (Yes=1, No=0)","Access to finance (Yes=1, No=0)","Electricity (Yes=1, No=0)","Practices of competitors in the informal sector  (Yes=1, No=0)","Tax administration  (Yes=1, No=0)","Labor regulations  (Yes=1, No=0)","Tax rates  (Yes=1, No=0)","Customs and trade regulations  (Yes=1, No=0)","Transport (Yes=1, No=0)","Courts (Yes=1, No=0)","Crime, theft and disorder (Yes=1, No=0)"
862963,Chattogram,12000000,10,1260000,450000,9,42,13.9978322,11.74403798,10.71441999,2.302585093,3.761200116,3.610917913,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862964,Cox's Bazar,45000000,6,1560000,720000,0,27,15.8304136,12.46843755,11.69524841,0,3.33220451,3.135494216,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862965,Barishal,8000000,20,3000000,500000,10,20,12.89921995,11.91839091,10.1266331,2.397895273,3.044522438,1.945910149,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862966,Dhaka MA,600000,5,616700,90000,5,30,11.69524869,11.72270167,9.798138148,1.791759469,3.433987204,3.761200116,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862967,Dhaka MA,15000000,12,2600000,180000,12,8,14.03865418,12.28611574,9.615811036,2.564949357,2.197224577,2.079441542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862968,Cox's Bazar,35000000,50,10000000,150000,40,31,13.45883564,12.20607275,8.006374234,3.713572067,3.465735903,3.135494216,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862969,Cox's Bazar,40000000,280,15000000,200000,5,5,11.86960043,10.88877122,6.571288042,1.791759469,1.791759469,2.772588722,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862970,Greater Dhaka,4200000,10,1250000,18000,9,13,12.94801023,11.73606982,7.495597498,2.302585093,2.63905733,2.564949357,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862971,Rajshahi,5500000,10,864000,24000,6,38,13.21767374,11.36674411,7.783265682,1.945910149,3.663561646,3.496507561,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862972,Rajshahi,500000,3,80000,13000,5,5,12.02375309,10.19118212,8.374169268,1.791759469,1.791759469,1.609437912,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862973,Greater Dhaka,4300000,12,834000,15000,8,15,12.78921916,11.14908323,7.130965495,2.197224577,2.772588722,2.48490665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862974,Cox's Bazar,7000000,7,795000,600000,5,18,13.8155107,11.6401885,11.35877645,1.791759469,2.944438979,3.610917913,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862975,Dhaka MA,800000,8,700000,36000,0,16,11.51292671,11.3793955,8.411860453,0,2.833213344,2.197224577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862976,Dhaka MA,750000,25,200000,50000,5,16,10.30895399,8.987201821,7.600922459,1.791759469,2.833213344,2.564949357,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
862977,Barishal,1700000,5,840000,60000,3,7,12.73670148,12.03172045,9.392678595,1.386294361,2.079441542,2.302585093,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862978,Dhaka MA,12000000,15,1400000,120000,15,20,13.59236709,11.44393331,8.987205154,2.772588722,3.044522438,3.135494216,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862979,Chattogram,5500000,8,1300000,120000,6,6,13.44081729,11.99843405,9.615813813,1.945910149,1.945910149,1.945910149,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862980,Dhaka MA,1963500000,15,1800000,120000,15,10,18.68994423,11.69524758,8.987205154,2.772588722,2.397895273,2.890371758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862981,Dhaka MA,15000000,6,720000,25000,6,40,14.73180136,11.69524841,8.334911634,1.945910149,3.713572067,4.094344562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862982,Dhaka MA,500000,10,400000,40000,0,37,10.81978028,10.59663723,8.29407464,0,3.63758616,3.401197382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
862983,Dhaka MA,1500000,10,1000000,48000,0,15,11.91839124,11.51292646,8.47639203,0,2.772588722,3.663561646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862984,Dhaka MA,8000000,20,2530000,240000,2,25,12.89921995,11.74799798,9.392666095,1.098612289,3.258096538,3.135494216,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862985,Dhaka MA,6000000,9,2100000,240000,4,20,13.41004562,12.3602238,10.19117379,1.609437912,3.044522438,3.044522438,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862986,Dhaka MA,20000000,8,886000,300000,7,9,14.73180134,11.61503182,10.53209955,2.079441542,2.302585093,1.945910149,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862987,Dhaka MA,4500000,16,13500000,1000000,16,14,12.54699945,13.6456116,11.04292284,2.833213344,2.708050201,2.772588722,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862988,Chattogram,4500000,8,1000000,24000,4,27,13.24014664,11.73607002,8.006409233,1.609437912,3.33220451,3.135494216,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862989,Dhaka MA,17000000,15,1680000,60000,12,25,13.94067376,11.62625475,8.294066307,2.564949357,3.258096538,3.433987204,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862990,Cox's Bazar,22000000,55,12000000,4800000,5,12,12.89921987,12.29308411,11.3767935,1.791759469,2.564949357,2.48490665,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862991,Chattogram,3000000,20,1008000,60000,8,50,11.91839091,10.82774745,8.006384234,2.197224577,3.931825633,3.135494216,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862992,Rajshahi,1200000,7,640000,36000,3,45,12.0519228,11.42331487,8.545391846,1.386294361,3.828641396,3.713572067,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
862993,Dhaka MA,6000000,22,2400000,85000,2,30,12.51622774,11.59993726,8.259375847,1.098612289,3.433987204,3.135494216,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862994,Greater Dhaka,4000000,27,2850000,85000,17,22,11.9059683,11.56699304,8.054581434,2.890371758,3.135494216,3.135494216,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
862995,Dhaka MA,2160000,4,700000,90000,1,12,13.19932488,12.07254268,10.0212817,0.693147181,2.564949357,1.609437912,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862996,Dhaka MA,200000,8,750000,40000,0,15,10.1266361,11.44838828,8.517218191,0,2.772588722,2.079441542,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862997,Dhaka MA,4000000,17,1440000,240000,4,32,12.36859183,11.34694102,9.555185025,1.609437912,3.496507561,1.791759469,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862998,Sylhet,8000000,14,675000,40000,10,20,13.2558949,10.78341212,7.957602403,2.397895273,3.044522438,3.465735903,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862999,Dhaka MA,1200000,5,300000,8000,7,10,12.38839504,11.00210317,7.3778839,2.079441542,2.397895273,1.945910149,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863000,Khulna,25200000,50,4840000,180000,38,30,13.13033159,11.48040248,8.18869468,3.663561646,3.433987204,3.970291914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863001,Cox's Bazar,20000000,9,12000000,60000,2,28,14.6140183,14.10319271,8.80489193,1.098612289,3.36729583,3.526360525,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863002,Dhaka MA,20000000,18,1920000,500000,8,20,13.92087112,11.57746451,10.23199362,2.197224577,3.044522438,2.197224577,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863003,Greater Dhaka,1500000,9,930000,90000,6,15,12.02375176,11.54571636,9.210351483,1.945910149,2.772588722,2.397895273,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863004,Khulna,18000000,5,906000,96000,4,25,15.09644446,12.10735778,9.862675975,1.609437912,3.258096538,2.890371758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863005,Dhaka MA,700000000,16,2700000,700000,1,18,17.59400217,12.03617398,10.68624832,0.693147181,2.944438979,2.890371758,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863006,Dhaka MA,12000000,12,2800000,96000,12,15,13.81551064,12.36022368,8.987207237,2.564949357,2.772588722,2.890371758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863007,Cox's Bazar,20000000,6,8000000,80000,2,50,15.01948341,14.10319276,9.498034944,1.098612289,3.931825633,2.890371758,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863008,Rajshahi,2500000,10,800000,48000,4,30,12.4292166,11.28978316,8.47639203,1.609437912,3.433987204,2.995732274,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863009,Dhaka MA,48000000,35,6000000,1200000,20,15,14.13136353,12.05192213,10.44248489,3.044522438,2.772588722,2.564949357,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863012,Dhaka MA,5000000,30,2200000,120000,10,10,12.02375129,11.20277099,8.294057973,2.397895273,2.397895273,2.833213344,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863013,Sylhet,1500000,3,500000,45000,0,20,13.12236404,12.02375309,9.615827702,0,3.044522438,2.995732274,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863014,Chattogram,100000000,35,5000000,480000,10,28,14.86533269,11.86960061,9.526195405,2.397895273,3.36729583,2.63905733,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863016,Khulna,10000000,24,330000,108000,22,40,12.94004192,9.528797133,8.411841935,3.135494216,3.713572067,2.708050201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863017,Dhaka MA,13000000,40,3500000,600000,3,20,12.69158054,11.37939436,9.615807147,1.386294361,3.044522438,2.708050201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863018,Chattogram,10000000,22,2500000,250000,3,30,13.0270533,11.64075924,9.338177743,1.386294361,3.433987204,2.890371758,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863021,Dhaka MA,8000000,30,1500000,200000,4,10,12.49375484,10.81977895,8.804880264,1.609437912,2.397895273,2.397895273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863022,Cox's Bazar,11500000,30,7500000,600000,5,39,12.8566603,12.42921633,9.903489219,1.791759469,3.688879454,3.63758616,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863023,Greater Dhaka,80000000,28,3800000,900000,28,26,14.86533269,11.81830738,10.37794664,3.36729583,3.295836866,3.295836866,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
863025,Cox's Bazar,30000000,45,17000000,500000,35,13,13.41004548,12.84206147,9.315702888,3.583518938,2.63905733,3.496507561,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863026,Rajshahi,700000000,150,26000000,2500000,100,6,15.3559556,12.06297184,9.721166396,4.615120517,1.945910149,1.945910149,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863027,Barishal,900000000,64,9500000,300000,3,30,16.45902224,11.90791938,8.452658004,1.386294361,3.433987204,3.663561646,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863029,Dhaka MA,30000000,35,6050000,1000000,13,10,13.66135991,12.06022093,10.2601635,2.63905733,2.397895273,3.218875825,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863030,Khulna,30000000,60,1224000,500000,50,40,13.12236341,9.923290997,9.028020815,3.931825633,3.713572067,3.931825633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863031,Greater Dhaka,780000000,45,55440000,3990000,20,35,16.66814199,14.02414944,11.39263955,3.044522438,3.583518938,3.218875825,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863033,Greater Dhaka,33000000,80,8840000,620000,10,60,12.92999152,11.61277091,8.955449735,2.397895273,4.110873864,4.094344562,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863034,Greater Dhaka,2000000000,50,1500000000,12000000,72,30,17.50439001,17.21670794,12.38839429,4.290459441,3.433987204,4.127134385,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863035,Greater Dhaka,120000000,220,26400000,2400000,150,15,13.20937476,11.69524706,9.297352166,5.017279837,2.772588722,3.713572067,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863036,Dhaka MA,380000000,900,129300000,3000000,150,50,12.95328705,11.87525109,8.111728417,5.017279837,3.931825633,4.317488114,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
863037,Chattogram,300000000,150,17000000,24000000,80,30,14.50865774,11.63808867,11.98292914,4.394449155,3.433987204,3.465735903,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
863038,Khulna,30000000,110,10000000,40000,4,35,12.51622761,11.41761539,5.896179367,1.609437912,3.583518938,3.555348061,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863039,Dhaka MA,35000000,50,7763000,750000,10,50,13.45883564,11.95285654,9.615806813,2.397895273,3.931825633,3.583518938,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863040,Rajshahi,2500000,8,1000000,100000,4,20,12.65236015,11.73607002,9.433493923,1.609437912,3.044522438,2.564949357,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863041,Rajshahi,1500000000,150,14400000,24000000,30,35,16.11809565,11.47210354,11.98292914,3.433987204,3.583518938,3.63758616,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863042,Khulna,80000000,105,13400000,9600000,80,8,13.54357685,11.75680499,11.42331341,4.394449155,2.197224577,2.079441542,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863043,Greater Dhaka,5000000,88,2850000,35000,18,20,10.94761186,10.38549309,5.985795097,2.944438979,3.044522438,2.944438979,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863044,Sylhet,50000000,90,12000000,35000000,30,6,13.22772391,11.80060762,12.87104898,3.433987204,1.945910149,2.197224577,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863046,Chattogram,70000000,150,16330000,600000,80,25,13.05337052,11.59787923,8.294051307,4.394449155,3.258096538,2.48490665,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863048,Khulna,125000000,600,71350000,500000,20,50,12.24689465,11.68617826,6.725435722,3.044522438,3.931825633,3.931825633,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863049,Rajshahi,50000000,180,19000000,720000,30,55,12.53457673,11.56699274,8.294051029,3.433987204,4.025351691,3.713572067,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863050,Khulna,500000000,100,18000000,14400000,40,30,15.42494847,12.10071219,11.87756865,3.713572067,3.433987204,1.945910149,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863052,Chattogram,2750000000,350,50000000,4800000,250,42,15.87693359,11.86960043,9.52619353,5.525452939,3.761200116,4.262679877,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863053,Rajshahi,4200000000,500,70000000,6000000,300,10,15.94374226,11.84939772,9.392662095,5.707110265,2.397895273,2.397895273,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863054,Khulna,60000000,250,27000000,600000,100,22,12.38839422,11.58988654,7.783225683,4.615120517,3.135494216,3.135494216,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863055,Rajshahi,60000000,200,20000000,1200000,60,42,12.61153777,11.51292551,8.699515582,4.110873864,3.761200116,3.135494216,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
863057,Khulna,9500000000,350,48000000,48000000,55,30,17.11662448,11.82877844,11.82877844,4.025351691,3.433987204,2.63905733,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863058,Dhaka MA,2000000000,260,800000,2000000,200,20,15.85573139,8.031686626,8.947976608,5.303304908,3.044522438,3.526360525,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863059,Khulna,27000000,120,13400000,120000,60,10,12.32385572,11.6232736,6.907763612,4.110873864,2.397895273,2.302585093,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863060,Chattogram,800000000,320,10000000,72000000,250,30,14.73180129,10.34977476,12.3238557,5.525452939,3.433987204,1.945910149,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863063,Khulna,1220000000,380,100000000,120000000,100,44,14.98194544,12.4805095,12.66283106,4.615120517,3.80666249,3.784189634,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863064,Greater Dhaka,700000000,800,113000000,2400000,50,25,13.68197917,11.85828666,8.006367984,3.931825633,3.258096538,2.302585093,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863065,Barishal,120000000,650,65760000,480000,500,35,12.12602995,11.52454996,6.604571103,6.216606101,3.583518938,3.761200116,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863066,Khulna,9500000000,17,1910000,63000,1,30,20.14134429,11.62940098,8.217692534,0.693147181,3.433987204,3.295836866,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863067,Khulna,24000000,80,9280000,120000,3,10,12.6115378,11.66134558,7.31322872,1.386294361,2.397895273,2.397895273,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863068,Dhaka MA,10000000,6,757000,24000,1,35,14.32633628,11.74536038,8.294091306,0.693147181,3.583518938,4.17438727,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863069,Sylhet,3000000,7,700000,36000,0,20,12.96821303,11.51292689,8.545391846,0,3.044522438,3.044522438,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863070,Sylhet,50000000,10,1009000,360000,5,7,15.42494849,11.5218862,10.491277,1.791759469,2.079441542,1.609437912,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863071,Sylhet,4800000,9,840000,180000,0,4,13.18690211,11.44393378,9.903493108,0,1.609437912,1.609437912,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863073,Chattogram,2800000,12,1853000,120000,10,25,12.36022368,11.9474104,9.210348705,2.397895273,3.258096538,3.713572067,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863074,Barishal,1500000,6,1300000,60000,0,8,12.42921686,12.28611612,9.210357039,0,2.197224577,2.397895273,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
863076,Sylhet,10000000,10,600000,24000,0,13,13.81551066,11.00210151,7.783265682,0,2.63905733,2.708050201,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863077,Sylhet,5000000,30,3600000,240000,0,30,12.02375129,11.6952473,8.987200987,0,3.433987204,2.197224577,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863078,Sylhet,12000000,15,1330000,400000,6,12,13.59236709,11.39264005,10.19117212,1.945910149,2.564949357,2.63905733,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863079,Sylhet,8500000,5,960000,24000,0,8,14.34613893,12.16525169,8.476412863,0,2.197224577,2.197224577,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863081,Sylhet,10000000,15,1310000,600000,0,3,13.41004555,11.37748826,10.5966364,0,1.386294361,2.772588722,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863082,Greater Dhaka,25000000,10,1100000,60000,0,24,14.73180133,11.60823655,8.699531415,0,3.218875825,3.218875825,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863083,Cox's Bazar,10000000,11,1000000,85000,0,43,13.72020048,11.41761629,8.952523027,0,3.784189634,3.713572067,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
863084,Barishal,10000000,10,960000,120000,0,16,13.81551066,11.47210451,9.392670262,0,2.833213344,2.397895273,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863085,Dhaka MA,1350000000,3000,554000000,6000000,1500,35,13.01700286,12.12630768,7.600902626,7.313886832,3.583518938,2.708050201,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
863086,Sylhet,16000000,8,1200000,24000,6,40,14.5086578,11.91839141,8.006409233,1.945910149,3.713572067,3.295836866,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863087,Barishal,12000000,22,2600000,60000,2,38,13.20937484,11.67997993,7.911074054,1.098612289,3.663561646,3.663561646,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863089,Sylhet,1500000,7,1200000,60000,0,8,12.27506618,12.0519228,9.056206359,0,2.197224577,3.044522438,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863092,Khulna,750000000,9,1800000,90000,0,3,18.23835919,12.2060732,9.210351483,0,1.386294361,3.135494216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
863093,Khulna,5000000,5,600000,30000,1,25,13.81551076,11.69524869,8.699548081,0.693147181,3.258096538,3.258096538,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863094,Cox's Bazar,50000000,6,4700000,150000,2,22,15.93577411,13.57131381,10.12663777,1.098612289,3.135494216,3.135494216,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863095,Cox's Bazar,9000000,11,4800000,60000,2,16,13.61483997,12.98623141,8.604221235,1.098612289,2.833213344,2.833213344,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863096,Dhaka MA,15000000,7,1600000,150000,0,10,14.57765068,12.33960466,9.972487091,0,2.397895273,2.079441542,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863097,Sylhet,12000000,12,1500000,300000,0,10,13.81551064,11.73606968,10.12663444,0,2.397895273,1.791759469,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863098,Sylhet,9600000,40,3850000,500000,15,3,12.38839431,11.47470451,9.433485923,2.772588722,1.386294361,1.945910149,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
863099,Barishal,2500000,5,600000,18000,0,35,13.12236378,11.69524869,8.188744678,0,3.583518938,3.931825633,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863100,Dhaka MA,50000000,10,1200000,480000,0,5,15.42494849,11.69524786,10.77895837,0,1.791759469,3.044522438,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863102,Chattogram,6500000,10,1176000,24000,0,20,13.3847278,11.67504516,7.783265682,0,3.044522438,3.135494216,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863103,Greater Dhaka,17000000,20,2380000,72000,2,25,13.65299169,11.68687919,8.188703013,1.098612289,3.258096538,3.091042453,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
863106,Khulna,25200000,10,1536000,96000,10,17,14.7397695,11.94210775,9.169528794,2.397895273,2.890371758,2.772588722,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
